Username,IPAddress1,IPAddress2,Country,Flag
73152231,1.159.239.145,None,AU,DOMESTIC
73113211,130.95.254.67,None,AU,DOMESTIC
75271364,58.178.219.34,None,AU,DOMESTIC
75114917,180.150.81.170,None,AU,DOMESTIC
75056422,60.241.66.23,None,AU,DOMESTIC
71278970,218.215.214.239,None,AU,DOMESTIC
74597297,106.68.231.231,60.241.63.163,AU,DOMESTIC
73340333,106.68.214.213,None,AU,DOMESTIC
74691723,120.16.189.64,None,AU,DOMESTIC
73585410,220.245.38.144,None,AU,DOMESTIC
72523352,125.63.25.175,None,AU,DOMESTIC
74557736,121.200.42.73,None,AU,DOMESTIC
73534778,61.245.136.51,None,AU,DOMESTIC
74657353,120.16.156.149,None,AU,DOMESTIC
74611559,130.95.254.171,None,AU,DOMESTIC
66952323,58.7.209.53,None,AU,DOMESTIC
74703360,58.169.79.193,101.175.150.129,AU,DOMESTIC
74419897,125.63.29.201,125.63.25.161,AU,DOMESTIC
75128177,147.69.121.39,147.69.1.196,AU,DOMESTIC
72814311,101.175.176.55,None,AU,DOMESTIC
74697149,203.217.78.141,None,AU,DOMESTIC
73276450,1.159.163.63,None,AU,DOMESTIC
71965129,124.189.135.222,None,AU,DOMESTIC
74845062,106.68.9.8,130.95.254.147,AU,DOMESTIC
72848446,60.241.82.99,None,AU,DOMESTIC
73509516,157.211.97.15,None,AU,DOMESTIC
72619242,1.146.188.208,None,AU,DOMESTIC
73447046,120.16.210.169,None,AU,DOMESTIC
73417050,114.198.114.109,None,AU,DOMESTIC
74887119,49.194.69.148,None,AU,DOMESTIC
75078128,101.175.176.254,None,AU,DOMESTIC
74889041,49.192.42.146,None,AU,DOMESTIC
73115889,49.196.203.82,None,AU,DOMESTIC
74373666,125.63.29.87,None,AU,DOMESTIC
74968574,106.69.187.234,106.69.186.230,AU,DOMESTIC
73075267,125.63.29.68,None,AU,DOMESTIC
73539017,194.223.92.25,None,AU,DOMESTIC
74510687,218.214.106.227,None,AU,DOMESTIC
75221950,1.146.141.30,49.192.161.202,AU,DOMESTIC
74622138,159.196.132.150,None,AU,DOMESTIC
74588838,120.16.81.222,None,AU,DOMESTIC
74796960,106.69.8.104,None,AU,DOMESTIC
73501572,58.169.31.89,None,AU,DOMESTIC
74687377,125.63.25.253,None,AU,DOMESTIC
74750294,203.132.91.88,None,AU,DOMESTIC
75239088,220.233.44.11,None,AU,DOMESTIC
74588084,110.146.164.143,None,AU,DOMESTIC
75080584,58.175.89.130,None,AU,DOMESTIC
70718125,101.185.225.58,None,AU,DOMESTIC
74805671,106.68.183.231,None,AU,DOMESTIC
75215660,130.95.254.218,130.95.254.193,AU,DOMESTIC
72642437,49.255.165.82,None,AU,DOMESTIC
73735797,80.249.1.179,None,PL,INTERNATIONAL
74499605,130.95.40.103,None,AU,DOMESTIC
74948553,124.188.223.215,None,AU,DOMESTIC
69023508,110.142.189.235,None,AU,DOMESTIC
73532071,58.169.63.183,None,AU,DOMESTIC
74324557,130.95.254.244,None,AU,DOMESTIC
74573191,115.70.28.206,None,AU,DOMESTIC
74708208,125.63.29.203,None,AU,DOMESTIC
74487994,130.95.40.98,None,AU,DOMESTIC
75265872,147.69.131.143,None,AU,DOMESTIC
75151909,120.149.2.18,None,AU,DOMESTIC
75136206,130.95.254.234,None,AU,DOMESTIC
74795723,130.95.254.166,None,AU,DOMESTIC
74725378,101.118.143.34,None,AU,DOMESTIC
74989348,101.175.174.141,None,AU,DOMESTIC
74755431,14.201.146.80,None,AU,DOMESTIC
72142087,134.7.244.195,None,AU,DOMESTIC
72892770,130.95.254.66,130.95.254.33,AU,DOMESTIC
75118311,116.206.185.138,120.16.190.125,AU,DOMESTIC
74889097,1.159.138.249,None,AU,DOMESTIC
74170901,49.194.144.93,None,AU,DOMESTIC
74244367,106.68.226.198,194.223.91.68,AU,DOMESTIC
74339211,101.118.205.4,None,AU,DOMESTIC
73371743,14.200.220.86,None,AU,DOMESTIC
74867252,130.95.40.98,None,AU,DOMESTIC
74917031,130.95.40.98,None,AU,DOMESTIC
73451530,130.95.254.117,None,AU,DOMESTIC
72768153,120.16.175.38,None,AU,DOMESTIC
74541678,58.175.70.73,None,AU,DOMESTIC
75017454,194.223.95.196,None,AU,DOMESTIC
74283426,123.208.216.50,None,AU,DOMESTIC
75365266,203.219.72.135,None,AU,DOMESTIC
74687406,130.95.254.33,None,AU,DOMESTIC
72520338,49.192.129.208,None,AU,DOMESTIC
74679710,103.94.51.1,None,AU,DOMESTIC
73289920,203.59.181.82,None,AU,DOMESTIC
72627468,130.95.40.100,None,AU,DOMESTIC
74637166,130.95.254.50,None,AU,DOMESTIC
73202205,202.171.182.204,None,AU,DOMESTIC
72524257,106.68.241.41,None,AU,DOMESTIC
74493668,123.208.238.23,None,AU,DOMESTIC
74317712,58.173.51.206,None,AU,DOMESTIC
74691918,121.200.36.195,130.95.40.101,AU,DOMESTIC
75380237,130.95.254.199,None,AU,DOMESTIC
74563636,58.168.0.181,130.95.254.167,AU,DOMESTIC
73492890,66.115.147.73,None,US,INTERNATIONAL
72643674,130.95.254.124,None,AU,DOMESTIC
75084223,149.167.162.98,130.95.40.98,AU,DOMESTIC
74253533,106.69.56.155,None,AU,DOMESTIC
74537009,130.95.254.128,None,AU,DOMESTIC
75274099,101.185.135.52,None,AU,DOMESTIC
72113607,49.255.81.154,None,AU,DOMESTIC
72851859,123.208.145.59,None,AU,DOMESTIC
75061094,130.95.40.102,None,AU,DOMESTIC
74674629,130.95.254.135,134.7.244.28,AU,DOMESTIC
75395177,130.95.254.80,None,AU,DOMESTIC
74701639,130.95.40.100,None,AU,DOMESTIC
74494450,130.95.254.202,None,AU,DOMESTIC
74498506,61.68.199.111,130.95.40.72,AU,DOMESTIC
74790897,101.189.3.222,None,AU,DOMESTIC
65500981,203.217.76.2,None,AU,DOMESTIC
74923066,139.216.226.10,None,AU,DOMESTIC
74660424,194.223.186.89,None,AU,DOMESTIC
73771273,106.69.180.153,None,AU,DOMESTIC
74641703,101.185.161.161,None,AU,DOMESTIC
74574849,49.255.1.192,None,AU,DOMESTIC
74576008,1.159.239.137,None,AU,DOMESTIC
73214338,118.209.199.114,None,AU,DOMESTIC
75091546,157.211.98.103,None,AU,DOMESTIC
73351355,106.68.189.25,None,AU,DOMESTIC
73488861,49.194.158.186,None,AU,DOMESTIC
74440460,106.69.174.52,None,AU,DOMESTIC
74673904,130.95.254.176,None,AU,DOMESTIC
74750378,103.94.51.1,1.159.224.105,AU,DOMESTIC
74485984,110.22.150.141,None,AU,DOMESTIC
71315881,1.146.147.195,1.146.197.11,AU,DOMESTIC
74395825,130.95.254.137,None,AU,DOMESTIC
75239339,124.171.246.218,None,AU,DOMESTIC
74390930,58.160.92.106,None,AU,DOMESTIC
74858058,130.95.154.173,130.95.238.146,AU,DOMESTIC
72157015,118.102.70.220,None,AU,DOMESTIC
73225472,202.94.72.254,None,AU,DOMESTIC
74711398,106.68.240.177,None,AU,DOMESTIC
75268544,159.196.132.133,None,AU,DOMESTIC
74375227,130.95.254.180,None,AU,DOMESTIC
71004029,134.7.244.182,None,AU,DOMESTIC
74694738,130.95.254.160,None,AU,DOMESTIC
75202545,130.105.160.59,None,PH,INTERNATIONAL
75361963,124.188.200.210,None,AU,DOMESTIC
73395484,120.149.104.92,None,AU,DOMESTIC
74552182,125.63.29.203,125.63.25.107,AU,DOMESTIC
74528986,130.95.254.117,None,AU,DOMESTIC
74642262,3.25.151.22,None,US,INTERNATIONAL
75166491,220.235.33.94,None,AU,DOMESTIC
75389403,124.187.143.76,None,AU,DOMESTIC
73277568,58.169.11.107,None,AU,DOMESTIC
73433064,110.175.45.226,163.47.56.108,AU,DOMESTIC
74768678,130.95.254.109,130.95.40.111,AU,DOMESTIC
74685406,130.95.108.207,None,AU,DOMESTIC
74575506,130.95.254.241,149.167.162.248,AU,DOMESTIC
74284971,139.216.56.225,None,AU,DOMESTIC
74511274,58.7.217.211,13.55.238.214,AU,DOMESTIC
71743681,147.69.23.39,None,AU,DOMESTIC
74729730,120.149.32.55,None,AU,DOMESTIC
73244585,49.192.120.40,None,AU,DOMESTIC
73410261,14.202.241.241,203.206.248.151,AU,DOMESTIC
74603539,203.123.103.4,103.210.27.56,AU,DOMESTIC
75460270,130.95.254.132,None,AU,DOMESTIC
74953323,130.95.254.166,None,AU,DOMESTIC
75362270,130.95.254.92,130.95.254.215,AU,DOMESTIC
72288920,180.150.80.200,None,AU,DOMESTIC
73749560,125.63.25.142,125.63.25.57,AU,DOMESTIC
74512944,58.160.87.17,None,AU,DOMESTIC
73776485,125.63.25.204,None,AU,DOMESTIC
75224286,101.189.82.10,None,AU,DOMESTIC
74209608,49.194.24.141,None,AU,DOMESTIC
72776414,115.70.210.235,None,AU,DOMESTIC
74875366,125.63.29.21,None,AU,DOMESTIC
75360446,180.150.83.221,130.95.254.43,AU,DOMESTIC
74170540,130.95.254.51,None,AU,DOMESTIC
74761887,130.95.254.249,None,AU,DOMESTIC
74892231,114.198.12.197,None,AU,DOMESTIC
74495260,106.68.247.46,None,AU,DOMESTIC
75251491,130.95.254.144,None,AU,DOMESTIC
73438731,130.95.254.68,None,AU,DOMESTIC
73343235,101.118.185.237,None,AU,DOMESTIC
74676212,130.95.254.179,None,AU,DOMESTIC
74969896,49.192.145.177,None,AU,DOMESTIC
74204712,80.249.10.198,None,PL,INTERNATIONAL
75434088,180.150.80.13,None,AU,DOMESTIC
74510297,49.192.143.179,49.192.130.21,AU,DOMESTIC
69170096,58.175.71.213,None,AU,DOMESTIC
74488383,130.95.254.153,110.146.148.28,AU,DOMESTIC
74350609,149.167.161.138,None,AU,DOMESTIC
74672230,115.64.75.173,None,AU,DOMESTIC
74240989,1.146.236.90,None,AU,DOMESTIC
73244054,203.206.119.111,None,AU,DOMESTIC
74651343,115.70.127.22,None,AU,DOMESTIC
74736204,106.68.26.54,None,AU,DOMESTIC
74949800,60.242.155.210,None,AU,DOMESTIC
74662845,157.211.102.38,None,AU,DOMESTIC
73502558,49.192.190.18,None,AU,DOMESTIC
74304787,49.196.53.132,None,AU,DOMESTIC
31918160,220.245.35.123,None,AU,DOMESTIC
74622047,120.149.111.84,130.95.254.223,AU,DOMESTIC
72245742,130.95.254.154,None,AU,DOMESTIC
74564874,130.95.254.153,130.95.254.115,AU,DOMESTIC
75121410,130.95.40.100,None,AU,DOMESTIC
74338030,130.95.254.248,130.95.254.212,AU,DOMESTIC
74768091,130.95.254.178,130.95.254.137,AU,DOMESTIC
70716320,130.95.254.88,None,AU,DOMESTIC
75307182,125.63.25.27,None,AU,DOMESTIC
75105735,121.200.42.170,None,AU,DOMESTIC
74237519,125.63.29.113,None,AU,DOMESTIC
74684985,194.223.71.132,None,AU,DOMESTIC
75115576,130.95.254.193,None,AU,DOMESTIC
74575393,130.95.254.154,130.95.254.133,AU,DOMESTIC
74743222,110.22.8.88,130.95.254.128,AU,DOMESTIC
75248141,180.150.80.80,None,AU,DOMESTIC
74607873,130.95.254.183,None,AU,DOMESTIC
74820586,130.95.254.39,None,AU,DOMESTIC
74917382,120.16.143.98,None,AU,DOMESTIC
74691667,130.95.254.202,None,AU,DOMESTIC
74491482,101.118.159.26,130.95.254.99,AU,DOMESTIC
74929776,124.169.102.85,None,AU,DOMESTIC
74654367,130.95.254.239,130.95.254.173,AU,DOMESTIC
74237491,180.150.85.92,None,AU,DOMESTIC
72108445,147.69.56.236,None,AU,DOMESTIC
68273234,180.150.80.219,None,AU,DOMESTIC
74907196,130.95.254.148,106.68.240.229,AU,DOMESTIC
64420843,103.108.231.19,None,AU,DOMESTIC
75252477,203.206.250.171,193.119.34.36,AU,DOMESTIC
74905761,103.94.51.1,130.95.254.188,AU,DOMESTIC
74740067,81.153.102.25,None,GB,INTERNATIONAL
74469414,130.95.254.118,101.118.172.19,AU,DOMESTIC
74944971,121.217.169.62,110.146.146.208,AU,DOMESTIC
75193128,110.174.213.114,None,AU,DOMESTIC
74793911,1.127.106.239,None,AU,DOMESTIC
74661579,130.95.254.124,None,AU,DOMESTIC
73531308,106.68.148.41,None,AU,DOMESTIC
74757271,1.146.169.134,130.95.254.141,AU,DOMESTIC
74708488,58.178.211.118,None,AU,DOMESTIC
74732707,106.69.47.105,106.69.44.123,AU,DOMESTIC
74881200,130.95.40.98,None,AU,DOMESTIC
73420968,124.189.168.247,None,AU,DOMESTIC
74514630,114.198.5.172,None,AU,DOMESTIC
72799980,58.169.86.66,None,AU,DOMESTIC
75129694,120.149.77.8,130.95.254.128,AU,DOMESTIC
74785063,130.95.254.18,None,AU,DOMESTIC
74730373,116.240.249.34,None,AU,DOMESTIC
75172237,45.133.6.31,None,AU,DOMESTIC
74644523,58.169.78.146,None,AU,DOMESTIC
72165226,110.22.196.18,None,AU,DOMESTIC
74320067,130.95.254.33,None,AU,DOMESTIC
73440703,110.174.86.23,None,AU,DOMESTIC
73675098,49.196.33.187,None,AU,DOMESTIC
75247293,49.196.68.92,49.196.232.91,AU,DOMESTIC
74599354,130.95.254.114,130.95.254.11,AU,DOMESTIC
73385446,218.215.81.153,130.95.254.71,AU,DOMESTIC
73289977,130.95.254.168,101.189.11.246,AU,DOMESTIC
75133295,130.95.40.100,None,AU,DOMESTIC
75236212,130.95.40.111,None,AU,DOMESTIC
66904391,49.196.201.63,185.255.130.80,DE,INTERNATIONAL
73068726,134.115.208.74,None,AU,DOMESTIC
75277402,124.189.183.162,None,AU,DOMESTIC
74686335,101.185.203.203,None,AU,DOMESTIC
75028425,1.146.166.159,None,AU,DOMESTIC
71727249,125.63.29.11,None,AU,DOMESTIC
73416576,124.188.197.58,None,AU,DOMESTIC
74907476,220.235.86.4,None,AU,DOMESTIC
74565012,106.68.158.220,None,AU,DOMESTIC
73589112,49.196.34.254,None,AU,DOMESTIC
74574206,106.68.6.219,None,AU,DOMESTIC
75177057,114.198.7.65,None,AU,DOMESTIC
74878773,120.16.205.226,49.194.74.142,AU,DOMESTIC
75345908,110.175.110.215,130.95.254.41,AU,DOMESTIC
75280724,125.63.29.116,None,AU,DOMESTIC
75267901,14.200.91.137,None,AU,DOMESTIC
72624250,115.69.41.89,None,AU,DOMESTIC
74904747,58.160.82.139,None,AU,DOMESTIC
74864907,130.95.40.100,None,AU,DOMESTIC
74230558,125.63.25.108,None,AU,DOMESTIC
75270190,220.239.30.194,None,AU,DOMESTIC
74747615,172.198.95.240,None,AU,DOMESTIC
75363608,130.95.254.225,None,AU,DOMESTIC
74954987,130.95.254.172,130.95.254.174,AU,DOMESTIC
73487467,120.16.104.7,None,AU,DOMESTIC
74767049,147.69.89.137,None,AU,DOMESTIC
74342803,125.63.25.215,125.63.25.210,AU,DOMESTIC
73423788,130.95.254.46,None,AU,DOMESTIC
74668651,130.95.238.145,None,AU,DOMESTIC
74950814,130.95.40.101,None,AU,DOMESTIC
74384085,125.63.29.206,None,AU,DOMESTIC
75281886,122.148.245.21,None,AU,DOMESTIC
74695752,203.220.202.151,None,AU,DOMESTIC
75371659,130.95.254.154,None,AU,DOMESTIC
74487378,125.63.29.133,125.63.25.99,AU,DOMESTIC
72796259,60.225.64.125,203.206.254.44,AU,DOMESTIC
74487322,101.189.44.161,None,AU,DOMESTIC
74614379,60.225.6.210,None,AU,DOMESTIC
71448389,101.179.136.44,None,AU,DOMESTIC
74524104,120.16.82.174,None,AU,DOMESTIC
74957995,103.204.117.229,None,AU,DOMESTIC
73007870,58.7.173.194,60.240.25.139,AU,DOMESTIC
74306740,130.95.254.200,None,AU,DOMESTIC
74639675,147.69.89.88,60.228.181.108,AU,DOMESTIC
74883574,49.192.225.179,None,AU,DOMESTIC
73542879,130.95.254.122,130.95.254.160,AU,DOMESTIC
74945630,49.192.74.182,None,AU,DOMESTIC
73460473,124.188.229.249,None,AU,DOMESTIC
75128855,101.118.168.189,None,AU,DOMESTIC
74991329,149.167.162.212,None,AU,DOMESTIC
73444082,125.63.25.56,None,AU,DOMESTIC
74880214,106.68.239.118,None,AU,DOMESTIC
73527986,130.95.254.129,None,AU,DOMESTIC
74973793,130.95.254.208,None,AU,DOMESTIC
75161524,101.118.143.164,None,AU,DOMESTIC
74875190,118.102.69.185,None,AU,DOMESTIC
75364588,125.63.25.57,125.63.29.186,AU,DOMESTIC
74449623,130.95.254.144,None,AU,DOMESTIC
75120500,60.242.2.219,None,AU,DOMESTIC
73403004,130.95.254.42,None,AU,DOMESTIC
74114660,130.95.254.161,None,AU,DOMESTIC
74444546,124.187.150.62,None,AU,DOMESTIC
72420721,118.209.192.166,None,AU,DOMESTIC
74601838,124.189.164.45,121.217.65.86,AU,DOMESTIC
74693884,130.95.254.136,None,AU,DOMESTIC
73383361,194.223.95.251,None,AU,DOMESTIC
75312665,106.68.49.236,None,AU,DOMESTIC
74948302,122.151.113.137,None,AU,DOMESTIC
75447226,130.95.188.149,130.95.108.78,AU,DOMESTIC
74217674,180.150.80.213,125.63.25.72,AU,DOMESTIC
74823274,110.174.36.172,None,AU,DOMESTIC
74675050,220.245.253.51,None,AU,DOMESTIC
74901186,49.194.59.77,None,AU,DOMESTIC
74181583,49.196.72.241,None,AU,DOMESTIC
74774176,49.196.84.118,None,AU,DOMESTIC
74575625,130.95.254.186,130.95.254.194,AU,DOMESTIC
72499991,130.95.40.100,None,AU,DOMESTIC
74555931,130.95.254.121,None,AU,DOMESTIC
74771413,130.95.254.2,None,AU,DOMESTIC
74985655,125.63.25.42,125.63.29.197,AU,DOMESTIC
75123552,130.95.254.144,None,AU,DOMESTIC
75465573,130.95.254.147,None,AU,DOMESTIC
74556534,58.7.184.243,49.196.200.189,AU,DOMESTIC
75262833,125.63.29.78,None,AU,DOMESTIC
75359074,130.95.40.100,None,AU,DOMESTIC
74786225,203.220.202.57,None,AU,DOMESTIC
74667049,123.243.174.102,None,AU,DOMESTIC
74761105,130.95.254.105,None,AU,DOMESTIC
74760313,58.171.55.222,None,AU,DOMESTIC
73562802,130.95.254.3,None,AU,DOMESTIC
75455933,130.95.254.213,130.95.254.73,AU,DOMESTIC
73256203,130.95.254.26,None,AU,DOMESTIC
75279318,130.95.254.115,None,AU,DOMESTIC
74766992,130.95.254.47,None,AU,DOMESTIC
73697260,125.63.29.49,None,AU,DOMESTIC
74600657,49.196.169.138,None,AU,DOMESTIC
74509421,49.192.22.225,None,AU,DOMESTIC
75361991,101.189.31.34,None,AU,DOMESTIC
70621853,101.185.203.81,None,AU,DOMESTIC
74670516,130.95.254.43,None,AU,DOMESTIC
74766769,130.95.254.75,130.95.254.124,AU,DOMESTIC
74899387,60.225.2.241,None,AU,DOMESTIC
74740905,130.95.254.101,None,AU,DOMESTIC
74791921,130.95.254.8,None,AU,DOMESTIC
74831573,49.194.78.165,None,AU,DOMESTIC
74657243,130.95.254.80,None,AU,DOMESTIC
74349316,180.150.81.235,None,AU,DOMESTIC
72494744,159.196.133.234,None,AU,DOMESTIC
75279914,203.217.65.182,None,AU,DOMESTIC
74744664,27.33.59.209,None,AU,DOMESTIC
75184929,49.192.209.162,None,AU,DOMESTIC
74849967,101.185.154.155,None,AU,DOMESTIC
75124509,58.175.90.20,None,AU,DOMESTIC
74598004,125.63.25.232,125.63.25.191,AU,DOMESTIC
74304674,1.126.104.231,None,AU,DOMESTIC
74352016,101.189.34.186,None,AU,DOMESTIC
74231993,49.192.120.40,1.146.248.211,AU,DOMESTIC
74488132,1.159.146.183,None,AU,DOMESTIC
74603364,120.149.3.137,None,AU,DOMESTIC
75200859,130.95.40.72,None,AU,DOMESTIC
75108979,130.95.254.199,None,AU,DOMESTIC
74695017,58.169.12.83,None,AU,DOMESTIC
73491876,125.63.25.233,None,AU,DOMESTIC
74684410,130.95.254.194,None,AU,DOMESTIC
69888038,120.149.54.173,None,AU,DOMESTIC
74681647,106.69.43.100,None,AU,DOMESTIC
74417394,120.16.58.27,None,AU,DOMESTIC
70715836,122.148.254.38,None,AU,DOMESTIC
74767077,49.194.218.154,None,AU,DOMESTIC
73738674,130.95.254.216,None,AU,DOMESTIC
75400908,130.95.254.120,60.242.206.132,AU,DOMESTIC
75355444,130.95.254.198,None,AU,DOMESTIC
73068670,130.95.254.19,None,AU,DOMESTIC
74925383,121.200.42.221,None,AU,DOMESTIC
74845351,49.196.224.101,None,AU,DOMESTIC
74763950,130.95.254.198,None,AU,DOMESTIC
74639693,130.95.254.238,None,AU,DOMESTIC
74306285,125.63.29.226,None,AU,DOMESTIC
75242102,101.175.156.107,None,AU,DOMESTIC
74632848,124.187.149.12,None,AU,DOMESTIC
75059857,220.235.84.102,None,AU,DOMESTIC
74721738,125.63.25.45,None,AU,DOMESTIC
74740170,203.59.178.191,None,AU,DOMESTIC
75360474,49.196.182.14,None,AU,DOMESTIC
74858897,125.63.29.212,None,AU,DOMESTIC
75372227,58.169.51.190,None,AU,DOMESTIC
75383114,203.219.234.206,None,AU,DOMESTIC
74703417,130.95.40.101,None,AU,DOMESTIC
75361655,49.185.75.195,None,AU,DOMESTIC
74849715,106.68.210.72,None,AU,DOMESTIC
72173041,130.95.254.212,None,AU,DOMESTIC
75390920,60.225.12.13,None,AU,DOMESTIC
74823638,139.218.125.54,None,AU,DOMESTIC
73081939,125.63.29.60,None,AU,DOMESTIC
73374814,130.95.254.102,None,AU,DOMESTIC
74599074,130.95.254.57,None,AU,DOMESTIC
74762502,130.95.254.28,None,AU,DOMESTIC
74651855,130.95.254.161,None,AU,DOMESTIC
73352425,130.95.254.234,None,AU,DOMESTIC
74854108,220.240.140.46,None,AU,DOMESTIC
72126770,61.69.143.199,None,AU,DOMESTIC
74506966,130.95.254.147,None,AU,DOMESTIC
72153357,149.167.161.119,None,AU,DOMESTIC
72425551,180.150.82.15,None,AU,DOMESTIC
75060284,27.96.195.160,120.16.118.58,AU,DOMESTIC
74499810,220.244.185.68,None,AU,DOMESTIC
74523404,130.95.254.85,None,AU,DOMESTIC
75161747,14.202.196.224,None,AU,DOMESTIC
75278128,211.26.35.239,None,AU,DOMESTIC
74363430,125.63.29.55,None,AU,DOMESTIC
73533402,130.95.254.158,None,AU,DOMESTIC
