Username,IPAddress1,IPAddress2,Country,Flag
74902747,49.192.105.165,None,AU,DOMESTIC
66406252,220.240.140.124,None,AU,DOMESTIC
75128547,14.202.241.146,None,AU,DOMESTIC
74848246,120.16.119.45,None,AU,DOMESTIC
74604127,49.194.226.122,None,AU,DOMESTIC
74679235,58.160.90.64,None,AU,DOMESTIC
74692932,1.146.181.77,None,AU,DOMESTIC
74566874,130.95.254.43,None,AU,DOMESTIC
74740710,130.95.40.98,None,AU,DOMESTIC
74396456,130.95.254.117,101.185.172.232,AU,DOMESTIC
74943397,60.225.14.87,None,AU,DOMESTIC
73609265,130.95.254.102,101.187.152.73,AU,DOMESTIC
75086048,130.95.254.19,130.95.254.204,AU,DOMESTIC
74636123,203.59.41.11,None,AU,DOMESTIC
72508243,130.95.254.71,None,AU,DOMESTIC
74944217,115.64.205.135,None,AU,DOMESTIC
73364913,130.95.254.36,None,AU,DOMESTIC
73333736,130.95.254.216,None,AU,DOMESTIC
71294334,130.95.40.98,None,AU,DOMESTIC
75200133,130.95.254.149,None,AU,DOMESTIC
72939515,61.68.196.108,None,AU,DOMESTIC
74782670,115.70.254.194,None,AU,DOMESTIC
74231908,125.63.29.222,125.63.25.116,AU,DOMESTIC
73067734,1.146.169.81,None,AU,DOMESTIC
74666854,101.118.226.167,None,AU,DOMESTIC
74229889,130.95.254.146,None,AU,DOMESTIC
74231434,120.16.229.50,None,AU,DOMESTIC
73147635,110.146.164.176,None,AU,DOMESTIC
75269986,159.196.133.232,None,AU,DOMESTIC
74484383,106.69.9.104,None,AU,DOMESTIC
74766713,130.95.254.237,None,AU,DOMESTIC
74964888,49.194.116.55,None,AU,DOMESTIC
73548462,220.244.209.124,None,AU,DOMESTIC
74570708,180.150.83.31,None,AU,DOMESTIC
72475455,49.194.40.230,None,AU,DOMESTIC
75314646,121.44.72.139,None,AU,DOMESTIC
75328261,147.69.122.24,None,AU,DOMESTIC
74346301,1.127.107.214,None,AU,DOMESTIC
74802207,1.159.223.159,None,AU,DOMESTIC
74812017,106.69.178.151,None,AU,DOMESTIC
75281004,1.159.173.73,None,AU,DOMESTIC
74894002,130.95.254.172,None,AU,DOMESTIC
74552888,101.189.4.187,None,AU,DOMESTIC
74485563,110.141.231.204,None,AU,DOMESTIC
74669307,86.48.13.112,None,DK,INTERNATIONAL
74607976,124.170.42.21,None,AU,DOMESTIC
74611754,139.218.126.60,None,AU,DOMESTIC
74208826,110.174.59.166,None,AU,DOMESTIC
74021088,180.150.80.26,None,AU,DOMESTIC
74991405,130.95.254.72,130.95.254.14,AU,DOMESTIC
73596557,60.225.68.48,None,AU,DOMESTIC
74599297,101.118.194.108,None,AU,DOMESTIC
74883684,49.194.190.26,None,AU,DOMESTIC
74846582,125.63.29.207,None,AU,DOMESTIC
72834825,58.84.158.12,None,AU,DOMESTIC
74668315,61.68.124.160,None,AU,DOMESTIC
74415403,125.63.29.47,None,AU,DOMESTIC
74345334,125.63.25.165,None,AU,DOMESTIC
74682501,130.95.254.103,None,AU,DOMESTIC
74835071,130.95.254.183,None,AU,DOMESTIC
75278508,147.69.9.39,139.168.232.70,AU,DOMESTIC
74191597,1.146.240.111,None,AU,DOMESTIC
74477101,125.63.29.70,None,AU,DOMESTIC
74774940,58.169.33.195,None,AU,DOMESTIC
74637473,60.240.225.117,None,AU,DOMESTIC
75120361,121.44.223.37,None,AU,DOMESTIC
74366928,130.95.254.162,None,AU,DOMESTIC
74283203,124.170.59.22,None,AU,DOMESTIC
74678667,159.196.132.237,None,AU,DOMESTIC
73023900,60.225.76.111,None,AU,DOMESTIC
74744868,130.95.254.228,None,AU,DOMESTIC
74239927,101.189.101.208,None,AU,DOMESTIC
74577330,120.16.0.159,None,AU,DOMESTIC
74606343,110.22.108.140,None,AU,DOMESTIC
74888105,101.118.162.121,None,AU,DOMESTIC
74145473,115.64.157.77,None,AU,DOMESTIC
74816017,106.69.58.102,None,AU,DOMESTIC
72714245,52.63.10.107,None,AU,DOMESTIC
73477714,130.95.254.214,None,AU,DOMESTIC
72641570,130.95.254.239,None,AU,DOMESTIC
74797491,110.22.116.58,None,AU,DOMESTIC
73382682,125.63.25.9,None,AU,DOMESTIC
74409513,130.95.254.64,None,AU,DOMESTIC
75151155,101.189.19.108,None,AU,DOMESTIC
74657604,1.159.188.119,None,AU,DOMESTIC
72915202,163.47.57.142,None,AU,DOMESTIC
75362214,130.95.254.214,None,AU,DOMESTIC
75181299,120.16.46.157,None,AU,DOMESTIC
75363153,103.106.88.49,None,AU,DOMESTIC
74622075,1.159.183.204,None,AU,DOMESTIC
75173503,101.175.166.171,None,AU,DOMESTIC
74687230,130.95.254.144,None,AU,DOMESTIC
69953790,180.150.80.48,None,AU,DOMESTIC
75446127,106.68.233.8,None,AU,DOMESTIC
74680809,130.95.254.210,None,AU,DOMESTIC
74677339,1.159.227.64,None,AU,DOMESTIC
75106323,130.95.254.60,None,AU,DOMESTIC
73010718,203.217.65.170,None,AU,DOMESTIC
73617900,130.95.40.72,None,AU,DOMESTIC
75203760,130.95.254.190,None,AU,DOMESTIC
75160908,120.16.33.167,None,AU,DOMESTIC
73567239,1.159.188.235,None,AU,DOMESTIC
72502892,130.95.254.145,203.59.178.186,AU,DOMESTIC
75332051,130.95.40.72,None,AU,DOMESTIC
73440983,58.169.83.79,None,AU,DOMESTIC
74730038,130.95.254.243,None,AU,DOMESTIC
73011202,159.196.82.132,None,AU,DOMESTIC
72134579,103.94.51.1,None,AU,DOMESTIC
74897695,49.185.128.204,130.95.40.100,AU,DOMESTIC
73662783,147.69.80.86,None,AU,DOMESTIC
74954896,130.95.254.159,None,AU,DOMESTIC
73280695,58.175.69.130,None,AU,DOMESTIC
74680269,130.95.254.228,None,AU,DOMESTIC
74723748,180.150.81.191,None,AU,DOMESTIC
74170650,1.159.201.117,None,AU,DOMESTIC
75083228,130.95.40.101,None,AU,DOMESTIC
74485174,130.95.40.101,None,AU,DOMESTIC
74587573,130.95.254.131,None,AU,DOMESTIC
73474562,180.150.80.202,None,AU,DOMESTIC
74561347,130.95.254.107,None,AU,DOMESTIC
74503559,130.95.254.85,None,AU,DOMESTIC
74502705,130.95.254.69,None,AU,DOMESTIC
75103167,49.194.105.245,None,AU,DOMESTIC
74947567,130.95.40.98,None,AU,DOMESTIC
74561011,130.95.40.99,None,AU,DOMESTIC
74649035,130.95.254.238,None,AU,DOMESTIC
74698069,101.189.18.12,None,AU,DOMESTIC
71859170,60.240.21.196,None,AU,DOMESTIC
75332406,203.206.118.5,None,AU,DOMESTIC
73291958,130.95.254.238,None,AU,DOMESTIC
73412588,110.22.85.218,None,AU,DOMESTIC
73765467,203.219.212.39,None,AU,DOMESTIC
75278099,1.126.111.216,None,AU,DOMESTIC
73547495,203.213.61.72,193.119.37.120,AU,DOMESTIC
74232391,220.244.160.201,None,AU,DOMESTIC
74232272,27.96.192.163,None,AU,DOMESTIC
74486207,13.210.242.103,None,AU,DOMESTIC
74231377,125.63.29.74,None,AU,DOMESTIC
74493771,220.235.115.109,None,AU,DOMESTIC
74821292,165.225.226.167,None,US,INTERNATIONAL
74670264,130.95.254.88,None,AU,DOMESTIC
74734895,106.68.55.45,None,AU,DOMESTIC
74773030,106.69.228.165,None,AU,DOMESTIC
75115381,124.189.135.71,None,AU,DOMESTIC
74530531,110.142.189.71,None,AU,DOMESTIC
74578121,130.95.254.239,None,AU,DOMESTIC
74952029,49.255.51.131,None,AU,DOMESTIC
74704403,125.63.25.64,None,AU,DOMESTIC
71029120,14.203.176.248,None,AU,DOMESTIC
74678975,125.63.29.227,None,AU,DOMESTIC
71542526,130.95.254.118,None,AU,DOMESTIC
74207039,130.95.254.142,None,AU,DOMESTIC
72120876,130.95.254.148,None,AU,DOMESTIC
75152989,130.95.254.111,None,AU,DOMESTIC
75199223,1.146.182.150,130.95.40.101,AU,DOMESTIC
74737099,125.63.25.165,None,AU,DOMESTIC
74379387,101.118.233.216,None,AU,DOMESTIC
74450552,130.95.254.58,None,AU,DOMESTIC
74546542,130.95.254.110,None,AU,DOMESTIC
74985320,149.167.161.24,None,AU,DOMESTIC
73332106,125.63.29.85,None,AU,DOMESTIC
75277682,49.192.145.36,None,AU,DOMESTIC
74663551,159.196.134.93,None,AU,DOMESTIC
74591639,125.63.29.236,None,AU,DOMESTIC
73388887,203.59.10.213,None,AU,DOMESTIC
72138504,130.95.40.101,144.138.149.220,AU,DOMESTIC
75363033,220.235.82.193,None,AU,DOMESTIC
73447178,125.63.25.222,None,AU,DOMESTIC
75248169,130.95.254.3,None,AU,DOMESTIC
74505719,130.95.254.85,None,AU,DOMESTIC
73119192,125.63.29.66,None,AU,DOMESTIC
74708664,101.185.220.100,None,AU,DOMESTIC
73297485,58.64.14.199,223.27.193.140,TH,INTERNATIONAL
74970175,130.95.254.127,None,AU,DOMESTIC
75013457,130.95.40.100,None,AU,DOMESTIC
71380832,60.242.31.219,None,AU,DOMESTIC
74764088,60.225.77.91,None,AU,DOMESTIC
74609706,130.95.254.139,None,AU,DOMESTIC
72538296,220.235.69.251,None,AU,DOMESTIC
73415831,130.95.254.224,None,AU,DOMESTIC
74605188,1.159.214.219,None,AU,DOMESTIC
66385688,14.202.85.146,None,AU,DOMESTIC
71965500,130.95.40.101,None,AU,DOMESTIC
74742180,130.95.254.97,None,AU,DOMESTIC
74578919,125.63.25.113,None,AU,DOMESTIC
73082115,103.94.51.1,None,AU,DOMESTIC
74903472,130.95.254.168,None,AU,DOMESTIC
74546655,120.16.81.255,None,AU,DOMESTIC
74483221,130.95.254.80,None,AU,DOMESTIC
75197194,130.95.40.101,None,AU,DOMESTIC
75132093,130.95.254.74,None,AU,DOMESTIC
72504939,130.95.254.21,None,AU,DOMESTIC
75270441,203.63.76.174,None,AU,DOMESTIC
74563580,125.63.25.19,None,AU,DOMESTIC
75362754,203.206.246.240,None,AU,DOMESTIC
72314329,49.255.51.131,None,AU,DOMESTIC
72152817,49.194.218.39,None,AU,DOMESTIC
72139120,1.159.202.222,None,AU,DOMESTIC
72861863,123.208.144.178,None,AU,DOMESTIC
74162103,124.178.160.53,None,AU,DOMESTIC
75155652,1.126.110.252,130.95.40.100,AU,DOMESTIC
74810315,202.7.181.84,None,AU,DOMESTIC
72259241,180.150.81.58,None,AU,DOMESTIC
74734559,206.83.119.238,None,US,INTERNATIONAL
74518380,130.95.254.10,None,AU,DOMESTIC
74919794,120.149.93.215,None,AU,DOMESTIC
74660788,14.202.241.154,None,AU,DOMESTIC
74557206,220.244.69.211,None,AU,DOMESTIC
73366336,180.150.88.209,None,AU,DOMESTIC
75079702,130.95.254.58,None,AU,DOMESTIC
73444025,130.95.40.101,None,AU,DOMESTIC
74891964,180.150.81.184,None,AU,DOMESTIC
73188995,103.89.81.199,None,AU,DOMESTIC
75160648,180.150.83.211,130.95.254.175,AU,DOMESTIC
74780466,202.161.125.218,14.201.148.19,AU,DOMESTIC
74496302,49.194.28.131,None,AU,DOMESTIC
74730232,124.148.70.161,None,AU,DOMESTIC
73520858,130.95.254.196,None,AU,DOMESTIC
74771357,49.194.172.133,None,AU,DOMESTIC
74358365,49.192.29.122,None,AU,DOMESTIC
74866593,130.95.254.66,None,AU,DOMESTIC
74686278,130.95.254.13,None,AU,DOMESTIC
66334519,211.26.39.183,None,AU,DOMESTIC
74851687,101.189.110.163,None,AU,DOMESTIC
74268203,125.63.25.132,None,AU,DOMESTIC
74389034,130.95.254.246,None,AU,DOMESTIC
72002090,58.7.119.249,None,AU,DOMESTIC
74670572,14.200.194.153,130.95.254.101,AU,DOMESTIC
74722194,203.24.48.208,None,AU,DOMESTIC
74820334,130.95.254.88,None,AU,DOMESTIC
73250708,130.95.254.24,None,AU,DOMESTIC
73275549,124.189.169.201,None,AU,DOMESTIC
75365294,130.95.254.59,None,AU,DOMESTIC
73169706,130.95.238.106,None,AU,DOMESTIC
72462235,106.69.7.51,None,AU,DOMESTIC
73438879,125.63.25.56,None,AU,DOMESTIC
74689918,130.95.254.135,None,AU,DOMESTIC
74742431,49.192.219.188,None,AU,DOMESTIC
74508846,130.95.40.101,None,AU,DOMESTIC
72687125,130.95.254.221,None,AU,DOMESTIC
75114518,130.95.254.83,None,AU,DOMESTIC
73598473,130.95.254.29,None,AU,DOMESTIC
75267445,130.95.40.99,None,AU,DOMESTIC
74339016,130.95.254.82,None,AU,DOMESTIC
74911344,130.95.254.27,None,AU,DOMESTIC
74318669,130.95.254.237,125.63.29.222,AU,DOMESTIC
75173195,49.192.121.96,None,AU,DOMESTIC
74200926,149.167.160.232,None,AU,DOMESTIC
74678491,130.95.40.99,None,AU,DOMESTIC
74114353,134.7.244.219,None,AU,DOMESTIC
74797268,49.196.81.128,None,AU,DOMESTIC
74586634,220.244.184.16,None,AU,DOMESTIC
75040810,220.158.190.205,None,AU,DOMESTIC
74758137,125.63.25.232,None,AU,DOMESTIC
70727932,120.16.188.62,None,AU,DOMESTIC
74926388,60.225.2.241,None,AU,DOMESTIC
75349406,121.200.35.81,None,AU,DOMESTIC
74874911,120.16.97.31,None,AU,DOMESTIC
74783797,130.95.254.222,None,AU,DOMESTIC
75122845,58.7.92.219,None,AU,DOMESTIC
73372729,125.63.25.14,None,AU,DOMESTIC
75003230,114.198.10.141,None,AU,DOMESTIC
73098522,58.175.82.3,None,AU,DOMESTIC
74748218,138.217.254.89,None,AU,DOMESTIC
73388432,125.63.29.234,None,AU,DOMESTIC
73333092,218.215.89.170,None,AU,DOMESTIC
73345608,130.95.254.170,None,AU,DOMESTIC
73366530,101.187.150.77,None,AU,DOMESTIC
73736877,125.63.25.242,None,AU,DOMESTIC
73536285,130.95.254.205,130.95.254.234,AU,DOMESTIC
74756445,139.216.49.186,None,AU,DOMESTIC
75132708,58.7.121.237,None,AU,DOMESTIC
74717569,121.44.220.231,None,AU,DOMESTIC
74860024,14.200.167.185,None,AU,DOMESTIC
74796226,124.189.180.16,None,AU,DOMESTIC
75026482,121.217.68.11,None,AU,DOMESTIC
75101270,58.173.10.128,None,AU,DOMESTIC
73004096,49.192.223.209,None,AU,DOMESTIC
73437400,139.216.53.165,None,AU,DOMESTIC
74611531,58.7.174.253,None,AU,DOMESTIC
75176630,58.168.4.135,None,AU,DOMESTIC
74852535,101.185.146.170,None,AU,DOMESTIC
73607654,14.201.104.236,None,AU,DOMESTIC
74630393,1.127.108.240,None,AU,DOMESTIC
74570372,125.63.29.216,None,AU,DOMESTIC
75277346,60.225.75.182,None,AU,DOMESTIC
74702095,103.100.28.13,None,AU,DOMESTIC
74911856,110.22.192.163,None,AU,DOMESTIC
74335741,14.202.39.77,None,AU,DOMESTIC
73243970,125.63.25.6,None,AU,DOMESTIC
74560732,123.208.177.15,None,AU,DOMESTIC
73397801,1.159.159.32,None,AU,DOMESTIC
72904950,106.68.167.239,None,AU,DOMESTIC
75407562,202.169.20.158,None,AU,DOMESTIC
73622710,130.95.254.24,None,AU,DOMESTIC
74831497,116.212.244.50,None,AU,DOMESTIC
74506881,172.198.234.213,None,AU,DOMESTIC
74357734,58.173.24.131,None,AU,DOMESTIC
74648049,101.185.227.73,None,AU,DOMESTIC
75279607,58.7.223.160,None,AU,DOMESTIC
74482606,106.68.48.204,None,AU,DOMESTIC
73417301,169.150.196.66,None,US,INTERNATIONAL
74815794,1.127.111.10,None,AU,DOMESTIC
74933255,130.95.254.127,None,AU,DOMESTIC
74773618,180.150.83.101,None,AU,DOMESTIC
72770916,130.95.254.116,None,AU,DOMESTIC
74169431,130.95.254.81,None,AU,DOMESTIC
74512916,103.94.51.1,None,AU,DOMESTIC
74821543,120.16.189.126,None,AU,DOMESTIC
74496905,159.196.134.161,None,AU,DOMESTIC
75230428,49.194.25.30,None,AU,DOMESTIC
72530888,193.119.32.3,None,AU,DOMESTIC
74937256,203.206.29.3,None,AU,DOMESTIC
75341970,194.223.190.105,None,AU,DOMESTIC
75084503,203.63.215.87,None,AU,DOMESTIC
75111334,118.209.205.119,None,AU,DOMESTIC
74852815,130.95.254.3,None,AU,DOMESTIC
75125050,134.7.244.247,None,AU,DOMESTIC
74712014,180.150.123.220,None,AU,DOMESTIC
75276498,220.235.59.84,None,AU,DOMESTIC
74608934,60.225.45.81,49.183.6.79,AU,DOMESTIC
74462927,130.95.108.249,None,AU,DOMESTIC
74936744,130.95.254.148,None,AU,DOMESTIC
74785546,58.175.87.248,None,AU,DOMESTIC
74586467,121.200.35.211,None,AU,DOMESTIC
74879935,60.225.53.166,None,AU,DOMESTIC
74837052,130.95.254.88,None,AU,DOMESTIC
74665385,157.211.84.207,None,AU,DOMESTIC
74681562,130.95.254.198,None,AU,DOMESTIC
74707313,1.159.203.247,None,AU,DOMESTIC
75124082,130.95.254.141,None,AU,DOMESTIC
74493037,49.185.208.216,None,AU,DOMESTIC
74894671,125.63.25.208,None,AU,DOMESTIC
74700368,159.196.134.231,None,AU,DOMESTIC
74006798,125.63.29.125,None,AU,DOMESTIC
74786727,130.95.254.83,None,AU,DOMESTIC
73835596,130.95.254.137,None,AU,DOMESTIC
74626986,130.95.254.7,None,AU,DOMESTIC
74484326,14.201.250.110,None,AU,DOMESTIC
75280753,121.200.42.222,None,AU,DOMESTIC
74413673,125.63.25.132,None,AU,DOMESTIC
75238184,130.95.254.193,None,AU,DOMESTIC
72548384,130.95.40.100,None,AU,DOMESTIC
74542601,130.95.40.101,None,AU,DOMESTIC
74786978,130.95.40.100,None,AU,DOMESTIC
74677728,130.95.254.174,58.173.16.15,AU,DOMESTIC
74866006,130.95.254.220,None,AU,DOMESTIC
73674429,130.95.254.167,None,AU,DOMESTIC
74778177,203.206.31.1,None,AU,DOMESTIC
73612398,130.95.254.73,None,AU,DOMESTIC
74859939,125.63.29.107,125.63.25.201,AU,DOMESTIC
74958375,130.95.40.99,None,AU,DOMESTIC
72120346,49.194.76.101,None,AU,DOMESTIC
74799576,14.202.167.215,None,AU,DOMESTIC
74741128,60.225.75.57,None,AU,DOMESTIC
73428887,220.240.92.65,None,AU,DOMESTIC
74899557,58.173.54.161,None,AU,DOMESTIC
73524488,49.196.203.24,None,AU,DOMESTIC
73325101,138.217.238.159,None,AU,DOMESTIC
74694050,124.188.199.102,None,AU,DOMESTIC
73411470,1.146.226.58,None,AU,DOMESTIC
74692282,49.183.69.9,None,AU,DOMESTIC
72706515,180.150.83.54,None,AU,DOMESTIC
74611223,180.150.80.56,None,AU,DOMESTIC
75105764,130.95.254.25,None,AU,DOMESTIC
73461236,130.95.254.118,None,AU,DOMESTIC
57477220,49.194.183.70,None,AU,DOMESTIC
74684957,49.184.139.75,None,AU,DOMESTIC
70433375,49.183.36.193,None,AU,DOMESTIC
74294049,106.69.32.174,None,AU,DOMESTIC
74221480,58.169.35.56,130.95.40.101,AU,DOMESTIC
75252254,49.192.26.103,None,AU,DOMESTIC
74532057,130.95.254.85,None,AU,DOMESTIC
73250680,121.200.35.115,None,AU,DOMESTIC
75257752,106.69.248.206,None,AU,DOMESTIC
74503103,130.95.254.101,None,AU,DOMESTIC
74830649,110.146.230.38,None,AU,DOMESTIC
74334197,120.16.175.72,None,AU,DOMESTIC
72745068,130.95.254.179,None,AU,DOMESTIC
74686448,130.95.254.155,None,AU,DOMESTIC
75120613,130.95.254.183,None,AU,DOMESTIC
73250652,120.16.237.133,None,AU,DOMESTIC
74483927,130.95.254.117,None,AU,DOMESTIC
75377641,180.150.81.143,None,AU,DOMESTIC
74427740,130.95.254.71,None,AU,DOMESTIC
73335400,130.95.254.169,None,AU,DOMESTIC
74222664,125.63.25.26,None,AU,DOMESTIC
74358042,49.255.51.131,None,AU,DOMESTIC
74521199,101.189.4.124,None,AU,DOMESTIC
72040712,139.216.231.47,None,AU,DOMESTIC
72437850,115.70.210.0,None,AU,DOMESTIC
73636105,116.240.114.176,None,AU,DOMESTIC
74755625,58.169.27.236,None,AU,DOMESTIC
75223774,104.28.108.0,None,US,INTERNATIONAL
74775470,61.69.247.59,None,AU,DOMESTIC
74728587,203.217.65.147,None,AU,DOMESTIC
74600795,130.95.254.25,None,AU,DOMESTIC
74916864,121.200.42.37,None,AU,DOMESTIC
74356051,144.138.151.151,None,AU,DOMESTIC
73349860,60.241.73.15,None,AU,DOMESTIC
74648021,106.68.209.223,None,AU,DOMESTIC
73354435,130.95.241.30,None,AU,DOMESTIC
74578975,130.95.254.30,None,AU,DOMESTIC
74243893,58.175.68.231,None,AU,DOMESTIC
75022255,125.63.25.2,None,AU,DOMESTIC
73368103,121.44.201.121,None,AU,DOMESTIC
74495549,106.68.23.232,None,AU,DOMESTIC
73387446,203.213.62.81,None,AU,DOMESTIC
75176891,49.194.38.191,None,AU,DOMESTIC
72900570,130.95.254.74,None,AU,DOMESTIC
73362037,211.26.94.215,None,AU,DOMESTIC
74074650,130.95.40.98,None,AU,DOMESTIC
74496274,130.95.40.100,None,AU,DOMESTIC
74529630,101.189.77.214,130.95.40.99,AU,DOMESTIC
72611454,130.95.254.190,None,AU,DOMESTIC
74721487,130.95.254.33,None,AU,DOMESTIC
74823581,130.95.254.57,None,AU,DOMESTIC
74514489,130.95.254.47,None,AU,DOMESTIC
74490217,120.16.208.8,None,AU,DOMESTIC
74591686,101.118.226.92,None,AU,DOMESTIC
73447809,125.63.25.223,None,AU,DOMESTIC
72900793,121.200.35.212,None,AU,DOMESTIC
73062522,130.95.254.134,None,AU,DOMESTIC
73532014,130.95.254.88,None,AU,DOMESTIC
74641229,130.95.254.123,None,AU,DOMESTIC
74608824,130.95.254.176,None,AU,DOMESTIC
68193773,202.171.182.7,None,AU,DOMESTIC
73582368,120.16.234.44,None,AU,DOMESTIC
73143185,130.95.254.210,None,AU,DOMESTIC
72955441,138.199.12.53,None,US,INTERNATIONAL
74898002,103.23.2.10,None,AU,DOMESTIC
74586326,130.95.254.190,None,AU,DOMESTIC
73477008,130.95.40.101,None,AU,DOMESTIC
75271644,130.95.254.118,None,AU,DOMESTIC
74994372,130.95.177.233,None,AU,DOMESTIC
73538389,49.194.25.175,None,AU,DOMESTIC
74189995,49.194.190.76,None,AU,DOMESTIC
74592226,60.228.159.28,None,AU,DOMESTIC
74939284,101.189.59.62,None,AU,DOMESTIC
73397968,58.7.177.195,None,AU,DOMESTIC
